Overall_Qual,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Bsmt_Qual,BsmtFin_SF_1,Total_Bsmt_SF,Heating_QC,first_Flr_SF,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,SalePrice
6,1925,1950,0.0,TA,TA,121.0,768.0,TA,788,1236,2,TA,6,1,Gd,1985.0,Unf,1,384.0,127000
6,1920,1950,0.0,TA,TA,0.0,319.0,TA,1035,1406,1,Fa,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,89500
5,1955,1995,0.0,TA,TA,180.0,825.0,TA,825,825,1,TA,4,0,Unknown,1963.0,RFn,2,720.0,125000
6,1920,1998,0.0,TA,TA,0.0,901.0,Gd,1088,1198,1,TA,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,79900
5,1912,1991,0.0,TA,Fa,0.0,451.0,TA,759,759,1,TA,5,0,Unknown,1997.0,Unf,2,576.0,85000
3,1915,1950,0.0,Fa,TA,0.0,536.0,Ex,808,1344,2,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,82375
6,1906,1995,0.0,TA,TA,0.0,756.0,Ex,756,1469,1,TA,7,0,Unknown,1906.0,Unf,1,216.0,135000
5,1947,1993,0.0,Gd,TA,0.0,1046.0,Gd,1054,1054,1,TA,6,0,Unknown,1947.0,Unf,1,240.0,124000
5,1968,1968,0.0,TA,TA,250.0,952.0,Ex,1211,1211,1,TA,5,1,TA,1968.0,Unf,1,322.0,134000
5,1948,1950,0.0,TA,TA,0.0,720.0,TA,720,1271,2,TA,7,1,Gd,1948.0,Unf,1,312.0,135000
4,1959,1959,0.0,TA,Unknown,0.0,0.0,TA,1120,1588,2,TA,7,1,Gd,1991.0,Fin,2,680.0,134432
5,1940,1999,0.0,TA,TA,351.0,644.0,Gd,808,1355,2,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,127500
5,1963,1963,0.0,TA,Gd,784.0,981.0,TA,1075,1075,1,Gd,6,0,Unknown,1996.0,Unf,2,440.0,148000
5,1965,1965,0.0,TA,TA,906.0,1040.0,Ex,1040,1040,1,TA,5,0,Unknown,1965.0,Unf,1,384.0,129500
6,1978,1978,39.0,TA,TA,528.0,1008.0,TA,1096,1096,1,TA,6,1,Fa,1978.0,Unf,2,484.0,157500
5,1966,1966,41.0,TA,TA,0.0,876.0,TA,904,904,1,TA,6,0,Unknown,1966.0,Unf,1,408.0,109900
5,1967,2005,0.0,TA,TA,758.0,992.0,Ex,992,992,1,Gd,6,0,Unknown,1967.0,RFn,1,294.0,145000
5,1967,2003,0.0,TA,TA,702.0,894.0,Ex,894,894,1,Gd,5,0,Unknown,1967.0,RFn,2,450.0,130000
6,1978,1978,40.0,TA,Gd,450.0,450.0,Ex,1034,1034,1,TA,6,1,Po,1978.0,Fin,2,504.0,153000
5,1967,1967,340.0,TA,TA,221.0,1073.0,Gd,1073,1073,1,TA,6,0,Unknown,1967.0,RFn,1,270.0,120000
5,1984,1984,0.0,TA,Gd,104.0,1060.0,TA,1126,1126,1,TA,5,0,Unknown,1984.0,Unf,2,506.0,152000
4,1969,1969,0.0,TA,Gd,1198.0,1198.0,TA,1258,1258,0,TA,6,0,Unknown,1969.0,Unf,2,400.0,108959
5,1920,1950,0.0,TA,TA,1300.0,1300.0,Fa,1140,1140,1,TA,6,0,Unknown,1920.0,Unf,2,400.0,95541
5,1959,1959,0.0,TA,TA,288.0,1006.0,TA,1006,1006,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,80000
5,1966,2006,0.0,TA,TA,0.0,1228.0,Gd,1228,1228,1,Gd,6,0,Unknown,1966.0,Unf,1,271.0,149350
5,1963,2003,0.0,TA,TA,634.0,960.0,Ex,960,960,1,Gd,6,0,Unknown,1963.0,Fin,1,300.0,144900
6,1956,1956,0.0,TA,TA,776.0,988.0,TA,1188,1188,1,TA,4,1,TA,1956.0,Unf,2,621.0,185000
5,1954,1954,0.0,TA,Gd,1064.0,1383.0,TA,1383,1383,1,TA,6,1,Gd,1954.0,Unf,1,354.0,165000
6,1960,1975,0.0,TA,Gd,429.0,1602.0,Gd,1252,1252,1,TA,4,1,Gd,1960.0,RFn,2,564.0,235000
5,1958,1987,0.0,TA,TA,0.0,533.0,TA,1021,1601,1,TA,6,0,Unknown,1958.0,RFn,1,300.0,140000
5,1940,1997,0.0,TA,TA,0.0,672.0,Ex,672,672,1,TA,4,0,Unknown,1940.0,Unf,1,240.0,108000
5,1960,1960,275.0,TA,TA,988.0,988.0,Gd,1721,1721,2,TA,7,2,TA,1960.0,Unf,2,626.0,145000
5,1941,1973,0.0,TA,TA,336.0,576.0,Gd,864,1350,1,Gd,6,0,Unknown,1973.0,Unf,3,627.0,152400
5,1970,1970,0.0,TA,Gd,704.0,864.0,Ex,904,904,1,Gd,5,0,Unknown,1979.0,Unf,3,912.0,144000
6,1996,1997,0.0,TA,Gd,1003.0,1291.0,Ex,1291,1291,1,Gd,6,1,Gd,1996.0,Unf,2,431.0,173000
7,1977,1977,299.0,TA,Gd,392.0,1160.0,Ex,1156,2022,2,TA,8,1,TA,1977.0,Fin,2,505.0,192000
7,1979,1979,0.0,TA,Gd,599.0,1524.0,TA,1524,1524,2,TA,7,2,Gd,1979.0,Fin,2,478.0,245000
7,1954,2005,0.0,TA,Gd,226.0,1385.0,Ex,1363,1363,1,TA,5,2,TA,1954.0,Unf,2,439.0,241500
4,1954,1994,0.0,TA,Gd,1116.0,1364.0,Ex,1663,1663,1,Gd,6,2,Gd,1954.0,Fin,2,529.0,256000
6,1959,2006,84.0,TA,TA,719.0,1019.0,Gd,1357,1357,1,Ex,5,1,Gd,1959.0,RFn,1,312.0,177000
7,1948,1950,0.0,TA,TA,0.0,570.0,TA,617,1079,1,TA,5,1,Gd,1948.0,Unf,1,249.0,125600
6,1953,1953,216.0,TA,TA,500.0,1094.0,Ex,1094,1094,1,TA,5,2,Gd,1953.0,RFn,2,495.0,155000
6,1908,1997,0.0,TA,TA,0.0,907.0,TA,1307,2358,3,TA,10,1,Gd,1908.0,Unf,2,360.0,240000
5,1940,2007,0.0,TA,TA,1035.0,1580.0,Ex,1518,1518,1,Fa,5,2,Gd,1978.1324431613136,Unknown,0,0.0,260000
6,1918,1950,0.0,TA,Gd,0.0,1163.0,Ex,1163,1674,2,TA,8,1,Gd,1955.0,Fin,2,396.0,185000
6,1935,1986,0.0,TA,TA,626.0,1127.0,Ex,1236,2108,2,Gd,7,2,TA,1935.0,Unf,2,540.0,235000
5,1956,1956,0.0,TA,TA,870.0,1509.0,TA,1509,1509,1,Gd,6,1,TA,1956.0,Unf,1,322.0,159900
5,1975,1975,0.0,TA,Gd,864.0,864.0,Fa,864,864,1,TA,4,0,Unknown,1978.1324431613136,Unknown,0,0.0,99600
6,1962,2001,216.0,Gd,TA,324.0,621.0,TA,621,1269,1,TA,7,0,Unknown,1962.0,Unf,1,280.0,134500
5,1900,1950,0.0,TA,TA,241.0,861.0,Ex,961,1367,1,TA,7,0,Unknown,1978.0,Unf,1,384.0,119000
5,1910,1991,0.0,TA,Gd,969.0,1117.0,TA,820,1347,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,107500
5,1950,1950,0.0,TA,TA,1040.0,1164.0,TA,1164,1164,1,TA,5,0,Unknown,1950.0,Unf,1,240.0,125000
6,1924,1950,0.0,TA,TA,0.0,572.0,Fa,572,1096,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,79000
5,1941,1950,0.0,TA,TA,236.0,616.0,TA,616,1111,1,TA,5,0,Unknown,1941.0,Unf,1,200.0,95000
7,1990,1990,99.0,TA,Gd,1085.0,1475.0,Ex,1532,2329,2,Gd,10,1,Ex,1990.0,Unf,2,514.0,262280
6,1995,2002,190.0,Gd,Gd,779.0,1077.0,Ex,1093,2814,2,Gd,9,1,TA,1995.0,Fin,2,614.0,260000
7,1994,1994,251.0,Gd,Gd,1271.0,1602.0,Ex,1626,1626,2,Gd,7,1,TA,1994.0,RFn,2,534.0,226500
7,1993,1994,0.0,Gd,Gd,355.0,812.0,Ex,1101,2200,2,Gd,9,1,TA,1993.0,RFn,2,453.0,225000
7,1996,1996,0.0,Gd,Gd,0.0,672.0,Ex,1302,2037,2,Gd,8,1,TA,1996.0,Fin,2,472.0,229000
7,2007,2007,0.0,Gd,Gd,0.0,628.0,Ex,628,1356,2,Gd,6,1,Gd,2007.0,Fin,2,484.0,177439
8,2007,2007,156.0,Gd,Gd,0.0,1615.0,Ex,1615,1615,2,Gd,7,1,Gd,2007.0,RFn,3,864.0,248500
9,2008,2008,554.0,Gd,Gd,2085.0,2271.0,Ex,2276,2276,2,Ex,7,2,Gd,2008.0,RFn,3,1348.0,475000
9,2008,2008,402.0,Ex,Ex,1153.0,1751.0,Ex,1766,1766,2,Ex,8,2,Gd,2008.0,Fin,3,874.0,395039
7,1993,1993,0.0,Gd,Gd,50.0,1080.0,Ex,1080,2097,2,Gd,9,1,TA,1993.0,Unf,3,678.0,228000
8,1995,1995,302.0,Gd,Gd,770.0,1401.0,Ex,1511,1511,2,Gd,6,1,Fa,1995.0,Fin,3,811.0,225000
6,1966,1966,0.0,TA,Gd,262.0,1182.0,Ex,1643,1643,2,TA,6,1,Gd,1966.0,Unf,2,438.0,195000
6,1997,1997,0.0,TA,Gd,462.0,616.0,Gd,616,1688,2,Gd,8,0,Unknown,1997.0,RFn,2,603.0,200000
5,1994,1994,0.0,TA,Gd,722.0,990.0,Ex,990,990,1,TA,5,0,Unknown,1997.0,Unf,2,528.0,155000
5,1995,2006,0.0,TA,Gd,0.0,1099.0,Ex,1099,1099,1,Gd,6,0,Unknown,1999.0,Unf,1,352.0,144000
5,1994,1995,0.0,TA,Gd,686.0,990.0,Ex,990,990,1,TA,5,0,Unknown,1996.0,Unf,2,672.0,145000
7,1997,1998,150.0,TA,Gd,1308.0,1418.0,Ex,1418,1418,2,Gd,5,1,TA,1997.0,RFn,2,558.0,226001
6,1997,1997,128.0,TA,Gd,688.0,864.0,Ex,872,1771,2,Gd,6,0,Unknown,1997.0,RFn,2,600.0,215700
7,2000,2000,120.0,Gd,Gd,527.0,782.0,Ex,782,1652,2,Gd,6,0,Unknown,2000.0,RFn,2,532.0,207500
7,1999,1999,158.0,Gd,Gd,633.0,873.0,Ex,882,1790,2,Gd,7,0,Unknown,1999.0,RFn,2,588.0,193000
7,1998,1999,0.0,TA,Gd,0.0,880.0,Ex,880,1724,2,Gd,8,0,Unknown,1998.0,Fin,2,527.0,188000
7,1999,2000,125.0,Gd,Gd,0.0,1468.0,Ex,1479,1479,2,Gd,6,0,Unknown,1999.0,RFn,2,577.0,191000
7,2002,2002,99.0,Gd,Gd,922.0,1494.0,Ex,1494,1494,2,Gd,6,1,TA,2002.0,RFn,2,530.0,221000
7,2001,2001,172.0,Gd,Gd,361.0,963.0,Ex,963,1792,2,Gd,7,1,TA,2001.0,RFn,2,564.0,231500
7,2000,2001,0.0,Gd,Gd,663.0,928.0,Ex,928,1823,2,Gd,6,0,Unknown,2000.0,RFn,2,626.0,235000
7,2001,2002,162.0,Gd,Gd,486.0,920.0,Ex,920,1786,2,Gd,6,1,TA,2001.0,RFn,2,608.0,223500
5,1975,1980,0.0,TA,Gd,280.0,938.0,TA,938,938,1,TA,5,0,Unknown,1977.0,Unf,1,308.0,130250
5,1977,1977,220.0,Gd,Gd,595.0,985.0,TA,985,985,2,TA,6,0,Unknown,1977.0,Unf,1,328.0,149900
5,1978,1978,180.0,TA,Gd,781.0,864.0,Ex,1174,1174,1,TA,5,0,Unknown,1978.0,Unf,2,528.0,158000
6,1978,1978,0.0,TA,Gd,505.0,940.0,TA,1026,1026,1,TA,5,0,Unknown,1981.0,Unf,2,576.0,147000
5,1975,1975,176.0,TA,TA,294.0,1076.0,TA,1076,1076,1,TA,5,1,Fa,1985.0,Unf,2,576.0,143195
5,1975,2001,0.0,TA,TA,88.0,864.0,TA,1558,1558,2,TA,5,0,Unknown,1975.0,Fin,2,440.0,163000
5,1975,1975,0.0,TA,Gd,0.0,924.0,TA,924,924,1,TA,5,0,Unknown,1981.0,Unf,1,280.0,110000
5,1972,1972,0.0,TA,TA,390.0,864.0,TA,864,864,1,TA,5,0,Unknown,1989.0,Unf,1,352.0,127000
5,1972,1972,0.0,TA,TA,632.0,780.0,Ex,780,780,1,TA,4,0,Unknown,1973.0,Unf,1,352.0,124900
8,2002,2002,281.0,Gd,Gd,0.0,1777.0,Ex,1795,1795,2,Gd,7,1,Gd,2002.0,RFn,2,534.0,230000
8,2002,2002,101.8968008255934,Gd,Gd,804.0,1128.0,Ex,1128,2031,2,Gd,7,1,Gd,2002.0,RFn,2,577.0,237000
7,2000,2000,0.0,Gd,Gd,735.0,992.0,Ex,992,1865,2,Gd,7,1,TA,2000.0,RFn,3,839.0,235000
7,2001,2001,227.0,Gd,Gd,0.0,1257.0,Ex,1290,2161,2,Gd,8,1,TA,2001.0,RFn,2,570.0,230500
8,1999,2000,320.0,Gd,Gd,668.0,1004.0,Ex,1004,1852,2,Gd,7,2,TA,1999.0,Fin,3,660.0,230000
7,1998,1999,202.0,Gd,Gd,252.0,1153.0,Ex,1153,2031,2,Gd,8,1,TA,1998.0,Fin,2,541.0,222500
8,2001,2002,396.0,Gd,Gd,0.0,1055.0,Ex,1055,2263,2,Gd,7,1,TA,2001.0,Fin,2,905.0,287000
9,2001,2002,134.0,Gd,Gd,1194.0,1357.0,Ex,1366,1947,2,Gd,7,1,TA,2001.0,Fin,3,725.0,274000
8,2002,2003,240.0,Gd,Ex,1538.0,1778.0,Ex,1786,1786,2,Gd,6,1,Gd,2002.0,RFn,3,715.0,300000
8,2002,2002,0.0,Gd,Gd,0.0,1128.0,Ex,1149,2290,2,Gd,9,1,Gd,2002.0,Unf,2,779.0,255900
7,2003,2003,252.0,Gd,Gd,550.0,884.0,Ex,884,1768,2,Gd,8,0,Unknown,2003.0,RFn,2,543.0,224900
7,2003,2003,0.0,Gd,Gd,0.0,1129.0,Ex,1129,2327,2,Gd,9,1,Gd,2003.0,RFn,2,596.0,240000
7,2003,2003,0.0,Gd,Gd,0.0,798.0,Ex,798,1640,2,Gd,6,0,Unknown,2003.0,RFn,2,595.0,183000
8,1999,2000,192.0,Gd,Gd,0.0,850.0,Ex,886,1764,2,Gd,7,1,TA,1999.0,Unf,2,560.0,207000
7,1994,1995,0.0,Gd,Gd,642.0,915.0,Ex,933,1908,2,Gd,8,1,TA,1994.0,Unf,2,493.0,210000
6,2003,2003,170.0,Gd,Gd,686.0,848.0,Ex,848,848,1,Gd,3,0,Unknown,2003.0,Fin,2,420.0,136500
6,2004,2004,205.0,Gd,Gd,662.0,848.0,Ex,848,848,1,Gd,3,0,Unknown,2004.0,RFn,2,420.0,145000
6,1997,1998,215.0,TA,Gd,994.0,1478.0,Ex,1493,1493,2,Gd,7,1,TA,1997.0,Fin,2,508.0,208900
6,1997,1998,0.0,TA,Gd,1593.0,1838.0,Ex,1838,1838,2,TA,8,0,Unknown,1998.0,Unf,3,721.0,185000
7,2002,2003,113.0,Gd,Gd,810.0,1536.0,Ex,1536,1536,2,Gd,7,0,Unknown,2002.0,RFn,2,532.0,214000
7,2003,2003,196.0,Gd,Gd,706.0,856.0,Ex,856,1710,2,Gd,8,0,Unknown,2003.0,RFn,2,548.0,208500
7,2004,2004,50.0,Gd,Gd,24.0,1445.0,Ex,1445,1445,2,Gd,6,0,Unknown,2004.0,Unf,2,470.0,186500
7,2004,2004,266.0,Gd,Gd,946.0,1436.0,Ex,1436,1436,2,Gd,8,0,Unknown,2004.0,Unf,2,484.0,210000
7,2004,2004,0.0,Gd,Gd,490.0,770.0,Ex,770,1582,2,Gd,6,0,Unknown,2004.0,RFn,2,520.0,185900
8,2007,2007,0.0,Gd,Ex,0.0,1234.0,Ex,1234,1234,2,Gd,7,0,Unknown,2007.0,RFn,2,484.0,179900
7,2007,2007,212.0,Gd,Gd,56.0,1564.0,Ex,1564,1564,2,Gd,6,0,Unknown,2007.0,RFn,3,814.0,218836
7,2007,2007,0.0,Gd,Gd,24.0,1351.0,Ex,1361,1361,2,Gd,6,0,Unknown,2007.0,RFn,2,610.0,193000
7,2005,2005,0.0,Gd,Gd,648.0,728.0,Ex,728,1456,2,Gd,7,1,Gd,2005.0,Fin,2,410.0,189000
6,2004,2004,147.0,Gd,Gd,697.0,848.0,Ex,848,848,1,Gd,3,1,TA,2004.0,RFn,2,420.0,149300
6,2004,2004,147.0,Gd,Gd,697.0,848.0,Ex,848,848,1,Gd,3,1,TA,2004.0,RFn,2,420.0,141000
6,2004,2004,205.0,Gd,Gd,662.0,848.0,Ex,848,848,1,Gd,3,1,Gd,2004.0,RFn,2,420.0,149000
6,2004,2004,169.0,Gd,Gd,662.0,848.0,Ex,848,848,1,Gd,4,1,Gd,2004.0,Fin,2,420.0,144500
5,1910,1950,0.0,TA,Fa,0.0,796.0,Gd,796,796,1,TA,4,0,Unknown,1978.1324431613136,Unknown,0,0.0,85000
5,1900,2003,0.0,TA,TA,1084.0,1272.0,Gd,1272,2200,2,TA,9,0,Unknown,1978.1324431613136,Unknown,0,0.0,145900
5,1966,1966,0.0,TA,TA,609.0,1092.0,TA,1092,1092,1,TA,6,0,Unknown,1966.0,Unf,1,264.0,123000
5,1965,1965,0.0,Gd,TA,830.0,1256.0,Gd,1256,1256,1,TA,6,0,Unknown,1965.0,Fin,1,276.0,147500
5,1976,1976,222.0,TA,Gd,456.0,456.0,Ex,1033,1033,1,TA,6,0,Unknown,1976.0,RFn,2,504.0,165000
6,1976,1976,84.0,TA,TA,1033.0,1127.0,TA,1127,1127,1,TA,6,1,Po,1991.0,Unf,2,480.0,135000
5,1940,1969,0.0,TA,TA,290.0,996.0,Ex,996,996,1,TA,6,1,Gd,1978.1324431613136,Unknown,0,0.0,108000
4,1972,1972,0.0,TA,Gd,920.0,1138.0,TA,1181,1181,2,TA,6,0,Unknown,1974.0,RFn,2,588.0,137500
7,2003,2004,92.0,Gd,Gd,0.0,746.0,Ex,760,1656,2,Gd,7,1,Gd,2003.0,Fin,2,397.0,165400
6,1977,1977,0.0,TA,TA,368.0,1029.0,TA,1117,1117,1,TA,6,1,Fa,1977.0,RFn,2,542.0,147000
6,1976,2001,0.0,TA,TA,288.0,684.0,TA,684,1398,1,TA,6,1,TA,1976.0,Fin,2,440.0,160500
4,2005,2005,0.0,TA,Gd,1024.0,1132.0,Ex,1132,1132,1,Gd,5,0,Unknown,2005.0,Fin,2,451.0,176000
5,1959,1996,0.0,TA,Unknown,0.0,0.0,TA,3820,3820,3,Ex,11,2,Gd,1959.0,Unf,2,624.0,284700
10,2008,2008,796.0,Ex,Ex,5644.0,6110.0,Ex,4692,5642,2,Ex,12,3,Gd,2008.0,Fin,2,1418.0,160000
6,2005,2005,80.0,TA,Gd,459.0,547.0,Ex,1072,1072,1,TA,5,0,Unknown,2005.0,RFn,2,525.0,148000
4,1955,1955,0.0,TA,Unknown,0.0,0.0,TA,1152,1152,2,Fa,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,82000
4,1955,1955,0.0,TA,Unknown,0.0,0.0,TA,1152,1152,2,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,82000
4,1955,1955,270.0,TA,TA,133.0,1440.0,TA,1440,1440,2,Fa,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,118000
4,1955,1955,58.0,TA,Unknown,0.0,0.0,TA,1152,1152,2,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,82500
4,1955,1955,0.0,TA,TA,784.0,784.0,TA,784,784,1,TA,4,0,Unknown,1978.1324431613136,Unknown,0,0.0,91900
5,1938,2007,0.0,TA,TA,0.0,585.0,Gd,585,1053,1,Ex,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,120000
5,1947,1993,0.0,TA,Unknown,0.0,0.0,Gd,929,1137,1,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,96000
4,1953,1953,115.0,TA,Gd,767.0,911.0,TA,930,930,1,TA,5,0,Unknown,1953.0,RFn,1,286.0,99000
5,1946,1995,0.0,TA,TA,352.0,768.0,Ex,768,1200,1,TA,6,0,Unknown,1946.0,Unf,1,240.0,130500
4,1954,1972,0.0,TA,TA,0.0,941.0,Ex,997,1470,2,TA,7,0,Unknown,1958.0,Unf,1,548.0,135000
5,1955,1955,0.0,TA,TA,0.0,816.0,TA,872,1393,1,TA,8,0,Unknown,1955.0,Unf,1,300.0,135500
4,1954,1954,0.0,TA,Ex,0.0,416.0,Gd,1204,1204,1,TA,6,0,Unknown,1954.0,Unf,1,312.0,100000
4,1923,2008,0.0,TA,TA,224.0,949.0,TA,949,1292,1,Gd,6,0,Unknown,1923.0,Unf,1,205.0,108000
5,1925,1950,0.0,TA,TA,468.0,864.0,TA,864,864,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,98000
3,1914,1950,0.0,TA,TA,41.0,864.0,TA,864,864,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,67000
5,1912,2000,0.0,TA,TA,210.0,780.0,Ex,936,1716,2,Fa,9,0,Unknown,1978.1324431613136,Unknown,0,0.0,135900
6,1925,1950,0.0,TA,TA,156.0,672.0,TA,810,1482,2,Fa,7,0,Unknown,1934.0,Unf,1,400.0,140000
5,1939,1997,0.0,TA,TA,378.0,720.0,Ex,1052,2192,2,Gd,8,1,Gd,1939.0,Unf,1,240.0,179500
6,1925,1950,0.0,TA,TA,423.0,1181.0,Fa,1390,1694,2,TA,7,1,Gd,1925.0,Unf,2,576.0,136500
7,1921,1950,174.0,TA,TA,0.0,1228.0,Ex,1424,1424,2,TA,7,1,Gd,1921.0,Unf,1,312.0,168000
5,1911,1950,0.0,TA,TA,0.0,940.0,TA,1024,1964,1,TA,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,130000
5,1921,1998,0.0,TA,TA,0.0,612.0,Ex,990,2601,3,TA,8,0,Unknown,1998.0,RFn,2,621.0,189000
6,1930,1950,0.0,TA,TA,281.0,960.0,Ex,960,1920,2,TA,10,2,Gd,1930.0,Unf,2,480.0,161900
6,1926,1950,0.0,TA,TA,379.0,644.0,Ex,672,1316,1,TA,6,1,Gd,2001.0,Unf,1,369.0,145000
6,1922,1994,0.0,TA,Ex,0.0,588.0,Fa,1423,2555,2,TA,11,1,Gd,1993.0,Fin,2,672.0,191000
6,1915,1976,0.0,TA,Gd,0.0,840.0,Ex,840,1680,2,TA,8,0,Unknown,1960.0,Unf,1,308.0,177000
6,1914,1995,0.0,TA,Gd,0.0,676.0,Ex,676,1264,1,TA,6,0,Unknown,1994.0,Unf,2,400.0,147500
6,1930,1950,0.0,TA,Gd,384.0,768.0,TA,790,790,1,TA,4,0,Unknown,1925.0,Unf,1,160.0,91000
8,1925,1997,0.0,Gd,Fa,406.0,798.0,Ex,798,1512,2,Gd,7,1,Gd,1925.0,Unf,1,180.0,231000
6,1936,1950,0.0,TA,TA,0.0,1064.0,Ex,1166,1639,1,TA,6,0,Unknown,1936.0,Unf,1,240.0,115000
6,1923,1950,0.0,TA,TA,0.0,784.0,TA,819,1603,1,TA,7,1,Gd,1980.0,Unf,2,599.0,138000
7,1931,2000,0.0,TA,Gd,0.0,776.0,TA,851,1502,1,TA,6,1,Gd,1931.0,RFn,1,270.0,149000
6,1934,1995,0.0,TA,TA,326.0,715.0,Fa,849,1660,1,TA,6,1,Gd,1939.0,Unf,1,240.0,188700
5,1937,1995,0.0,TA,TA,606.0,942.0,Ex,1265,1938,2,Gd,7,1,Gd,1937.0,Unf,1,240.0,198000
5,1938,1950,0.0,TA,TA,0.0,884.0,TA,932,1374,1,TA,6,0,Unknown,1938.0,Unf,1,225.0,110000
6,1951,1951,88.0,TA,TA,500.0,1091.0,Fa,1091,1091,1,TA,5,1,TA,1951.0,Fin,1,344.0,104000
8,1935,1950,40.0,TA,TA,210.0,608.0,TA,983,1873,1,TA,9,2,Gd,1935.0,Fin,2,786.0,257076
8,1935,1997,632.0,TA,TA,192.0,728.0,Ex,1968,3447,3,Gd,11,2,Gd,1982.0,Unf,3,1014.0,381000
7,1939,2006,312.0,Gd,TA,341.0,798.0,Ex,1137,1954,1,Gd,8,2,TA,1939.0,Unf,2,431.0,311500
7,1950,2000,0.0,TA,TA,435.0,832.0,Ex,1218,2161,2,Gd,8,2,TA,1994.0,Fin,2,506.0,263400
5,1956,1956,0.0,TA,TA,1116.0,1898.0,Ex,1898,1898,2,TA,7,2,TA,1956.0,Unf,2,484.0,236500
6,1954,2006,72.0,Gd,TA,728.0,1296.0,Ex,1640,1640,1,Gd,7,1,Gd,1993.0,Unf,2,924.0,224000
6,1980,1980,0.0,TA,Gd,366.0,516.0,TA,516,1032,1,TA,5,1,TA,1980.0,Unf,2,462.0,116500
6,1980,1980,0.0,TA,Gd,81.0,716.0,TA,716,1556,2,TA,6,1,TA,1980.0,Fin,2,452.0,151000
6,1926,1998,0.0,TA,TA,299.0,894.0,TA,919,919,1,TA,5,0,Unknown,1926.0,Unf,1,195.0,126000
6,1940,2006,0.0,TA,Fa,0.0,720.0,Gd,760,1090,1,TA,5,0,Unknown,1940.0,Unf,1,240.0,120000
4,1922,1950,0.0,TA,TA,0.0,796.0,Fa,796,796,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,55000
6,1930,2007,0.0,Gd,TA,538.0,816.0,Ex,816,816,1,TA,5,0,Unknown,2002.0,Unf,1,432.0,120500
5,1940,1955,0.0,TA,TA,403.0,740.0,Ex,778,778,1,TA,4,1,Gd,1966.0,Fin,1,924.0,120500
5,1930,1950,0.0,TA,Gd,0.0,780.0,Gd,780,1200,1,TA,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,119000
5,1967,1967,0.0,Fa,Gd,257.0,624.0,Ex,1092,1656,1,TA,7,1,Po,1967.0,Unf,1,288.0,126000
5,1930,1995,0.0,TA,TA,0.0,520.0,TA,912,912,1,TA,5,0,Unknown,1934.0,RFn,1,360.0,99500
5,1958,1958,162.0,TA,TA,330.0,1151.0,Gd,1151,1955,2,TA,7,0,Unknown,1958.0,Fin,1,356.0,165500
1,1952,1952,0.0,Fa,Unknown,0.0,0.0,Po,733,733,1,Fa,4,0,Unknown,1952.0,Unf,2,487.0,13100
4,1895,1950,0.0,TA,Po,0.0,173.0,Ex,825,1361,1,TA,6,0,Unknown,1895.0,Unf,1,185.0,89000
4,1920,1950,0.0,TA,TA,0.0,649.0,TA,649,1317,1,TA,6,0,Unknown,1920.0,Unf,1,250.0,40000
4,1910,2000,0.0,TA,Po,0.0,356.0,TA,671,1049,1,TA,5,0,Unknown,1910.0,Unf,1,195.0,80900
3,1935,1950,0.0,Fa,TA,0.0,894.0,TA,894,894,1,TA,6,0,Unknown,1994.0,RFn,3,1248.0,81000
4,1920,1950,0.0,TA,Fa,0.0,592.0,Ex,432,864,1,Fa,5,0,Unknown,1920.0,Unf,1,216.0,65000
8,2008,2008,186.0,Ex,Ex,1480.0,1600.0,Ex,1652,1652,2,Gd,5,1,Gd,2008.0,Fin,2,482.0,392500
8,2007,2008,186.0,Ex,Ex,1476.0,1596.0,Ex,1648,1648,2,Ex,5,1,Gd,2007.0,Fin,2,525.0,294464
7,2004,2005,174.0,Gd,Ex,1474.0,1594.0,Ex,1646,1646,2,Ex,5,1,Gd,2004.0,Fin,2,482.0,250000
8,2004,2005,174.0,Gd,Ex,1373.0,1594.0,Ex,1646,1646,2,Gd,5,1,Gd,2004.0,Fin,2,482.0,275000
7,1996,1997,668.0,Gd,Ex,700.0,1840.0,Ex,2032,2032,3,Gd,7,0,Unknown,1996.0,Fin,3,786.0,300000
